28,079,004,01,38,02,2018,02,01,00005,V,00005,V,00005,V,00005,V,00004,V,00004,V,00005,V,00009,V,00013,V,00010,V,00010,V,00009,V,00008,V,00007,V,00004,V,00003,V,00003,V,00003,V,00003,V,00002,V,00002,V,00002,V,00001,V,00001,V
28,079,004,01,38,02,2018,02,02,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00004,V,00005,V,00004,V,00001,V,00002,V,00002,V,00002,V,00002,V,00003,V,00003,V,00004,V,00003,V,00004,V,00003,V,00004,V,00004,V,00005,V
28,079,004,01,38,02,2018,02,03,00005,V,00006,V,00004,V,00002,V,00002,V,00002,V,00002,V,00001,V,00001,V,00002,V,00001,V,00002,V,00002,V,00002,V,00003,V,00002,V,00002,V,00003,V,00002,V,00002,V,00002,V,00002,V,00002,V,00001,V
28,079,004,01,38,02,2018,02,04,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V
28,079,004,01,38,02,2018,02,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00001,V,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V
28,079,004,01,38,02,2018,02,06,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00005,V,00004,V,00002,V,00002,V,00002,V,00002,V,00003,V,00003,V,00003,V,00003,V,00004,V,00003,V,00002,V,00002,V,00001,V,00001,V
28,079,004,01,38,02,2018,02,07,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00005,V,00008,V,00013,V,00006,V,00002,V,00002,V,00002,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00002,V,00002,V,00001,V
28,079,004,01,38,02,2018,02,08,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00004,V,00006,V,00008,V,00004,V,00005,V,00004,V,00003,V,00004,V,00004,V,00004,V,00003,V,00003,V,00003,V,00004,V,00005,V,00003,V
28,079,004,01,38,02,2018,02,09,00005,V,00004,V,00001,V,00001,V,00001,V,00001,V,00002,V,00004,V,00009,V,00009,V,00008,V,00005,V,00006,V,00005,V,00004,V,00003,V,00002,V,00002,V,00002,V,00004,V,00005,V,00004,V,00005,V,00002,V
28,079,004,01,38,02,2018,02,10,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00005,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00004,V,00003,V,00003,V,00003,V,00004,V,00005,V,00004,V
28,079,004,01,38,02,2018,02,11,00003,V,00004,V,00004,V,00004,V,00002,V,00002,V,00003,V,00004,V,00004,V,00005,V,00003,V,00003,V,00004,V,00004,V,00003,V,00003,V,00003,V,00003,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V
28,079,004,01,38,02,2018,02,12,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00001,V,00002,V,00003,V,00003,V,00002,V,00002,V,00002,V,00003,V,00002,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00002,V,00004,V,00002,V
28,079,004,01,38,02,2018,02,13,00004,V,00004,V,00001,V,00001,V,00001,V,00001,V,00003,V,00007,V,00009,V,00009,V,00007,V,00003,V,00002,V,00003,V,00003,V,00003,V,00003,V,00003,V,00002,V,00002,V,00002,V,00002,V,00001,V,00001,V
28,079,004,01,38,02,2018,02,14,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V
28,079,004,01,38,02,2018,02,15,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00003,V,00003,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00005,V,00006,V,00005,V,00003,V
28,079,004,01,38,02,2018,02,16,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00003,V,00003,V,00004,V,00003,V,00004,V,00003,V,00003,V,00003,V,00002,V,00002,V,00002,V,00003,V,00003,V,00003,V,00003,V
28,079,004,01,38,02,2018,02,17,00003,V,00004,V,00004,V,00005,V,00004,V,00003,V,00003,V,00003,V,00002,V,00002,V,00003,V,00003,V,00002,V,00002,V,00002,V,00002,V,00002,V,00003,V,00003,V,00003,V,00003,V,00002,V,00002,V,00001,V
28,079,004,01,38,02,2018,02,18,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00001,V,00002,V,00002,V,00002,V,00002,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00004,V,00004,V,00003,V,00003,V,00003,V,00002,V
28,079,004,01,38,02,2018,02,19,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00003,V,00007,V,00008,V,00007,V,00004,V,00004,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00002,V,00003,V,00002,V,00002,V
28,079,004,01,38,02,2018,02,20,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00006,V,00010,V,00015,V,00008,V,00004,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V
28,079,004,01,38,02,2018,02,21,00003,V,00002,V,00002,V,00002,V,00002,V,00001,V,00002,V,00001,V,00001,V,00001,V,00002,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00004,V,00004,V,00003,V,00002,V
28,079,004,01,38,02,2018,02,22,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00006,V,00012,V,00013,V,00008,V,00005,V,00005,V,00005,V,00004,V,00004,V,00004,V,00005,V,00007,V,00009,V,00005,V,00004,V,00004,V,00002,V
28,079,004,01,38,02,2018,02,23,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00004,V,00006,V,00005,V,00005,V,00004,V,00004,V,00004,V,00003,V,00004,V,00003,V,00003,V,00006,V,00007,V,00008,V,00010,V,00009,V
28,079,004,01,38,02,2018,02,24,00007,V,00004,V,00003,V,00003,V,00002,V,00001,V,00002,V,00002,V,00003,V,00003,V,00004,V,00006,V,00005,V,00003,V,00002,V,00002,V,00002,V,00002,V,00004,V,00006,V,00005,V,00010,V,00012,V,00010,V
28,079,004,01,38,02,2018,02,25,00006,V,00004,V,00003,V,00003,V,00002,V,00002,V,00001,V,00002,V,00003,V,00003,V,00004,V,00007,V,00005,V,00004,V,00003,V,00002,V,00003,V,00003,V,00004,V,00006,V,00010,V,00009,V,00011,V,00008,V
28,079,004,01,38,02,2018,02,26,00004,V,00004,V,00003,V,00002,V,00002,V,00001,V,00002,V,00006,V,00013,V,00018,V,00017,V,00014,V,00007,V,00005,V,00003,V,00003,V,00002,V,00003,V,00003,V,00004,V,00005,V,00008,V,00005,V,00004,V
28,079,004,01,38,02,2018,02,27,00003,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00004,V,00007,V,00006,V,00006,V,00004,V,00005,V,00004,V,00003,V,00005,V,00004,V,00002,V,00003,V,00004,V,00004,V,00003,V,00002,V
28,079,004,01,38,02,2018,02,28,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00004,V,00006,V,00007,V,00004,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00001,V,00001,V
28,079,004,06,48,02,2018,02,01,000.7,V,000.7,V,000.7,V,000.6,V,000.6,V,000.6,V,000.6,V,001.0,V,001.3,V,001.0,V,001.1,V,000.9,V,000.9,V,000.8,V,000.5,V,000.5,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.3,V
28,079,004,06,48,02,2018,02,02,000.3,V,000.3,V,000.3,V,000.4,V,000.4,V,000.3,V,000.4,V,000.6,V,000.6,V,000.6,V,000.4,V,000.3,V,000.3,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.6,V,000.8,V,000.8,V
28,079,004,06,48,02,2018,02,03,000.8,V,000.8,V,000.7,V,000.5,V,000.5,V,000.4,V,000.4,V,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V
28,079,004,06,48,02,2018,02,04,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V
28,079,004,06,48,02,2018,02,05,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.5,V,000.5,V,000.5,V,000.5,V,000.5,V,000.5,V,000.5,V,000.4,V,000.4,V,000.4,V,000.4,V,000.5,V,000.5,V,000.4,V,000.4,V,000.4,V
28,079,004,06,48,02,2018,02,06,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.4,V,000.7,V,000.6,V,000.5,V,000.5,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.5,V,000.5,V,000.5,V,000.5,V,000.4,V,000.4,V,000.4,V
28,079,004,06,48,02,2018,02,07,000.4,V,000.4,V,000.3,V,000.3,V,000.4,V,000.4,V,000.4,V,000.7,V,000.9,V,001.2,V,000.7,V,000.5,V,000.4,V,000.4,V,000.5,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.5,V,000.5,V,000.5,V,000.4,V
28,079,004,06,48,02,2018,02,08,000.4,V,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.4,V,000.6,V,000.8,V,000.9,V,000.6,V,000.5,V,000.4,V,000.5,V,000.4,V,000.4,V,000.4,V,000.4,V,000.5,V,000.5,V,000.6,V,000.8,V,000.7,V
28,079,004,06,48,02,2018,02,09,000.8,V,000.7,V,000.5,V,000.4,V,000.4,V,000.4,V,000.4,V,000.6,V,001.0,V,001.0,V,000.9,V,000.7,V,000.7,V,000.6,V,000.5,V,000.4,V,000.4,V,000.4,V,000.4,V,000.6,V,000.8,V,000.6,V,000.7,V,000.5,V
28,079,004,06,48,02,2018,02,10,000.4,V,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.5,V,000.6,V,000.5,V,000.4,V,000.3,V,000.4,V,000.4,V,000.4,V,000.3,V,000.4,V,000.4,V,000.5,V,000.6,V,000.8,V,000.9,V,000.9,V
28,079,004,06,48,02,2018,02,11,000.7,V,000.8,V,000.7,V,000.7,V,000.5,V,000.5,V,000.5,V,000.6,V,000.7,V,000.7,V,000.5,V,000.5,V,000.4,V,000.3,V,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V
28,079,004,06,48,02,2018,02,12,000.3,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.4,V,000.5,V,000.6,V,000.5,V,000.4,V,000.4,V,000.3,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.5,V,000.5,V,000.7,V,000.5,V
28,079,004,06,48,02,2018,02,13,000.7,V,000.6,V,000.4,V,000.3,V,000.3,V,000.4,V,000.5,V,000.7,V,000.9,V,000.9,V,000.8,V,000.5,V,000.3,V,000.3,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V
28,079,004,06,48,02,2018,02,14,000.3,V,000.3,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.4,V,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.3,V,000.3,V,000.3,V,000.4,V,000.4,V,000.4,V,000.4,V,000.3,V,000.3,V
